src,dest,EdgeType
NTRK3-Epi,NTRK3-Geno,Gene-Epi-Gene-Geno
NTSR1-Epi,NTSR1-Geno,Gene-Epi-Gene-Geno
NUMB-Epi,NUMB-Geno,Gene-Epi-Gene-Geno
NUMBL-Epi,NUMBL-Geno,Gene-Epi-Gene-Geno
OLR1-Epi,OLR1-Geno,Gene-Epi-Gene-Geno
OPRD1-Epi,OPRD1-Geno,Gene-Epi-Gene-Geno
OPRM1-Epi,OPRM1-Geno,Gene-Epi-Gene-Geno
ORAI1-Epi,ORAI1-Geno,Gene-Epi-Gene-Geno
ORAI2-Epi,ORAI2-Geno,Gene-Epi-Gene-Geno
ORAI3-Epi,ORAI3-Geno,Gene-Epi-Gene-Geno
OSM-Epi,OSM-Geno,Gene-Epi-Gene-Geno
OSMR-Epi,OSMR-Geno,Gene-Epi-Gene-Geno
OTUD5-Epi,OTUD5-Geno,Gene-Epi-Gene-Geno
OXT-Epi,OXT-Geno,Gene-Epi-Gene-Geno
OXTR-Epi,OXTR-Geno,Gene-Epi-Gene-Geno
P2RX1-Epi,P2RX1-Geno,Gene-Epi-Gene-Geno
P2RX2-Epi,P2RX2-Geno,Gene-Epi-Gene-Geno
P2RX3-Epi,P2RX3-Geno,Gene-Epi-Gene-Geno
P2RX4-Epi,P2RX4-Geno,Gene-Epi-Gene-Geno
P2RX5-Epi,P2RX5-Geno,Gene-Epi-Gene-Geno
P2RX6-Epi,P2RX6-Geno,Gene-Epi-Gene-Geno
P2RX7-Epi,P2RX7-Geno,Gene-Epi-Gene-Geno
P2RY1-Epi,P2RY1-Geno,Gene-Epi-Gene-Geno
PAK1-Epi,PAK1-Geno,Gene-Epi-Gene-Geno
PAK2-Epi,PAK2-Geno,Gene-Epi-Gene-Geno
PAK3-Epi,PAK3-Geno,Gene-Epi-Gene-Geno
PAK4-Epi,PAK4-Geno,Gene-Epi-Gene-Geno
PAK6-Epi,PAK6-Geno,Gene-Epi-Gene-Geno
PARD3-Epi,PARD3-Geno,Gene-Epi-Gene-Geno
PARD6A-Epi,PARD6A-Geno,Gene-Epi-Gene-Geno
PARD6B-Epi,PARD6B-Geno,Gene-Epi-Gene-Geno
PARD6G-Epi,PARD6G-Geno,Gene-Epi-Gene-Geno
PCK1-Epi,PCK1-Geno,Gene-Epi-Gene-Geno
PCK2-Epi,PCK2-Geno,Gene-Epi-Gene-Geno
PDCD1-Epi,PDCD1-Geno,Gene-Epi-Gene-Geno
PDE10A-Epi,PDE10A-Geno,Gene-Epi-Gene-Geno
PDE1A-Epi,PDE1A-Geno,Gene-Epi-Gene-Geno
PDE1B-Epi,PDE1B-Geno,Gene-Epi-Gene-Geno
PDE1C-Epi,PDE1C-Geno,Gene-Epi-Gene-Geno
PDE2A-Epi,PDE2A-Geno,Gene-Epi-Gene-Geno
PDE3A-Epi,PDE3A-Geno,Gene-Epi-Gene-Geno
PDE3B-Epi,PDE3B-Geno,Gene-Epi-Gene-Geno
PDE4A-Epi,PDE4A-Geno,Gene-Epi-Gene-Geno
PDE4B-Epi,PDE4B-Geno,Gene-Epi-Gene-Geno
PDE4C-Epi,PDE4C-Geno,Gene-Epi-Gene-Geno
PDE4D-Epi,PDE4D-Geno,Gene-Epi-Gene-Geno
PDGFA-Epi,PDGFA-Geno,Gene-Epi-Gene-Geno
PDGFB-Epi,PDGFB-Geno,Gene-Epi-Gene-Geno
PDGFC-Epi,PDGFC-Geno,Gene-Epi-Gene-Geno
PDGFD-Epi,PDGFD-Geno,Gene-Epi-Gene-Geno
PDGFRA-Epi,PDGFRA-Geno,Gene-Epi-Gene-Geno
PDGFRB-Epi,PDGFRB-Geno,Gene-Epi-Gene-Geno
PDHA1-Epi,PDHA1-Geno,Gene-Epi-Gene-Geno
PDHA2-Epi,PDHA2-Geno,Gene-Epi-Gene-Geno
PDHB-Epi,PDHB-Geno,Gene-Epi-Gene-Geno
PDK1-Epi,PDK1-Geno,Gene-Epi-Gene-Geno
PDPK1-Epi,PDPK1-Geno,Gene-Epi-Gene-Geno
PERP-Epi,PERP-Geno,Gene-Epi-Gene-Geno
PF4-Epi,PF4-Geno,Gene-Epi-Gene-Geno
PF4V1-Epi,PF4V1-Geno,Gene-Epi-Gene-Geno
PFKFB1-Epi,PFKFB1-Geno,Gene-Epi-Gene-Geno
PFKFB2-Epi,PFKFB2-Geno,Gene-Epi-Gene-Geno
PFKFB3-Epi,PFKFB3-Geno,Gene-Epi-Gene-Geno
PFKFB4-Epi,PFKFB4-Geno,Gene-Epi-Gene-Geno
PFKL-Epi,PFKL-Geno,Gene-Epi-Gene-Geno
PFKM-Epi,PFKM-Geno,Gene-Epi-Gene-Geno
PFKP-Epi,PFKP-Geno,Gene-Epi-Gene-Geno
PFN1-Epi,PFN1-Geno,Gene-Epi-Gene-Geno
PFN2-Epi,PFN2-Geno,Gene-Epi-Gene-Geno
PFN3-Epi,PFN3-Geno,Gene-Epi-Gene-Geno
PFN4-Epi,PFN4-Geno,Gene-Epi-Gene-Geno
PGAM5-Epi,PGAM5-Geno,Gene-Epi-Gene-Geno
PGF-Epi,PGF-Geno,Gene-Epi-Gene-Geno
PGK1-Epi,PGK1-Geno,Gene-Epi-Gene-Geno
PGK2-Epi,PGK2-Geno,Gene-Epi-Gene-Geno
PGR-Epi,PGR-Geno,Gene-Epi-Gene-Geno
PHKA1-Epi,PHKA1-Geno,Gene-Epi-Gene-Geno
PHKA2-Epi,PHKA2-Geno,Gene-Epi-Gene-Geno
PHKB-Epi,PHKB-Geno,Gene-Epi-Gene-Geno
PHKG1-Epi,PHKG1-Geno,Gene-Epi-Gene-Geno
PHKG2-Epi,PHKG2-Geno,Gene-Epi-Gene-Geno
PHLPP1-Epi,PHLPP1-Geno,Gene-Epi-Gene-Geno
PHLPP2-Epi,PHLPP2-Geno,Gene-Epi-Gene-Geno
PIAS1-Epi,PIAS1-Geno,Gene-Epi-Gene-Geno
PIAS2-Epi,PIAS2-Geno,Gene-Epi-Gene-Geno
PIAS3-Epi,PIAS3-Geno,Gene-Epi-Gene-Geno
PIAS4-Epi,PIAS4-Geno,Gene-Epi-Gene-Geno
PIDD1-Epi,PIDD1-Geno,Gene-Epi-Gene-Geno
PIK3AP1-Epi,PIK3AP1-Geno,Gene-Epi-Gene-Geno
PIK3C3-Epi,PIK3C3-Geno,Gene-Epi-Gene-Geno
PIK3CA-Epi,PIK3CA-Geno,Gene-Epi-Gene-Geno
PIK3CB-Epi,PIK3CB-Geno,Gene-Epi-Gene-Geno
PIK3CD-Epi,PIK3CD-Geno,Gene-Epi-Gene-Geno
PIK3CG-Epi,PIK3CG-Geno,Gene-Epi-Gene-Geno
PIK3R1-Epi,PIK3R1-Geno,Gene-Epi-Gene-Geno
PIK3R2-Epi,PIK3R2-Geno,Gene-Epi-Gene-Geno
PIK3R3-Epi,PIK3R3-Geno,Gene-Epi-Gene-Geno
PIK3R4-Epi,PIK3R4-Geno,Gene-Epi-Gene-Geno
PIK3R5-Epi,PIK3R5-Geno,Gene-Epi-Gene-Geno
PIK3R6-Epi,PIK3R6-Geno,Gene-Epi-Gene-Geno
PIM1-Epi,PIM1-Geno,Gene-Epi-Gene-Geno
PIN1-Epi,PIN1-Geno,Gene-Epi-Gene-Geno
PIP5K1A-Epi,PIP5K1A-Geno,Gene-Epi-Gene-Geno
PIP5K1B-Epi,PIP5K1B-Geno,Gene-Epi-Gene-Geno
PIP5K1C-Epi,PIP5K1C-Geno,Gene-Epi-Gene-Geno
PITX2-Epi,PITX2-Geno,Gene-Epi-Gene-Geno
PKLR-Epi,PKLR-Geno,Gene-Epi-Gene-Geno
PKM-Epi,PKM-Geno,Gene-Epi-Gene-Geno
PKN1-Epi,PKN1-Geno,Gene-Epi-Gene-Geno
PKN2-Epi,PKN2-Geno,Gene-Epi-Gene-Geno
PKN3-Epi,PKN3-Geno,Gene-Epi-Gene-Geno
PLA1A-Epi,PLA1A-Geno,Gene-Epi-Gene-Geno
PLA2G10-Epi,PLA2G10-Geno,Gene-Epi-Gene-Geno
PLA2G12A-Epi,PLA2G12A-Geno,Gene-Epi-Gene-Geno
PLA2G12B-Epi,PLA2G12B-Geno,Gene-Epi-Gene-Geno
PLA2G1B-Epi,PLA2G1B-Geno,Gene-Epi-Gene-Geno
PLA2G2A-Epi,PLA2G2A-Geno,Gene-Epi-Gene-Geno
PLA2G2C-Epi,PLA2G2C-Geno,Gene-Epi-Gene-Geno
PLA2G2D-Epi,PLA2G2D-Geno,Gene-Epi-Gene-Geno
PLA2G2E-Epi,PLA2G2E-Geno,Gene-Epi-Gene-Geno
PLA2G2F-Epi,PLA2G2F-Geno,Gene-Epi-Gene-Geno
PLA2G3-Epi,PLA2G3-Geno,Gene-Epi-Gene-Geno
PLA2G4A-Epi,PLA2G4A-Geno,Gene-Epi-Gene-Geno
PLA2G4B-Epi,PLA2G4B-Geno,Gene-Epi-Gene-Geno
PLA2G4C-Epi,PLA2G4C-Geno,Gene-Epi-Gene-Geno
PLA2G4D-Epi,PLA2G4D-Geno,Gene-Epi-Gene-Geno
PLA2G4E-Epi,PLA2G4E-Geno,Gene-Epi-Gene-Geno
PLA2G4F-Epi,PLA2G4F-Geno,Gene-Epi-Gene-Geno
PLA2G5-Epi,PLA2G5-Geno,Gene-Epi-Gene-Geno
PLA2G6-Epi,PLA2G6-Geno,Gene-Epi-Gene-Geno
PLAT-Epi,PLAT-Geno,Gene-Epi-Gene-Geno
PLAU-Epi,PLAU-Geno,Gene-Epi-Gene-Geno
PLCB1-Epi,PLCB1-Geno,Gene-Epi-Gene-Geno
PLCB2-Epi,PLCB2-Geno,Gene-Epi-Gene-Geno
PLCB3-Epi,PLCB3-Geno,Gene-Epi-Gene-Geno
PLCB4-Epi,PLCB4-Geno,Gene-Epi-Gene-Geno
PLCD1-Epi,PLCD1-Geno,Gene-Epi-Gene-Geno
PLCD3-Epi,PLCD3-Geno,Gene-Epi-Gene-Geno
PLCD4-Epi,PLCD4-Geno,Gene-Epi-Gene-Geno
PLCE1-Epi,PLCE1-Geno,Gene-Epi-Gene-Geno
PLCG1-Epi,PLCG1-Geno,Gene-Epi-Gene-Geno
PLCG2-Epi,PLCG2-Geno,Gene-Epi-Gene-Geno
PLCZ1-Epi,PLCZ1-Geno,Gene-Epi-Gene-Geno
PLD1-Epi,PLD1-Geno,Gene-Epi-Gene-Geno
PLD2-Epi,PLD2-Geno,Gene-Epi-Gene-Geno
PLIN1-Epi,PLIN1-Geno,Gene-Epi-Gene-Geno
PLIN2-Epi,PLIN2-Geno,Gene-Epi-Gene-Geno
PLIN4-Epi,PLIN4-Geno,Gene-Epi-Gene-Geno
PLIN5-Epi,PLIN5-Geno,Gene-Epi-Gene-Geno
PLK1-Epi,PLK1-Geno,Gene-Epi-Gene-Geno
PLK2-Epi,PLK2-Geno,Gene-Epi-Gene-Geno
PLK3-Epi,PLK3-Geno,Gene-Epi-Gene-Geno
PLK4-Epi,PLK4-Geno,Gene-Epi-Gene-Geno
PLN-Epi,PLN-Geno,Gene-Epi-Gene-Geno
PLTP-Epi,PLTP-Geno,Gene-Epi-Gene-Geno
PMAIP1-Epi,PMAIP1-Geno,Gene-Epi-Gene-Geno
POMC-Epi,POMC-Geno,Gene-Epi-Gene-Geno
PORCN-Epi,PORCN-Geno,Gene-Epi-Gene-Geno
POU5F1-Epi,POU5F1-Geno,Gene-Epi-Gene-Geno
POU5F1B-Epi,POU5F1B-Geno,Gene-Epi-Gene-Geno
PPARA-Epi,PPARA-Geno,Gene-Epi-Gene-Geno
PPARD-Epi,PPARD-Geno,Gene-Epi-Gene-Geno
PPARG-Epi,PPARG-Geno,Gene-Epi-Gene-Geno
PPARGC1A-Epi,PPARGC1A-Geno,Gene-Epi-Gene-Geno
PPBP-Epi,PPBP-Geno,Gene-Epi-Gene-Geno
PPIF-Epi,PPIF-Geno,Gene-Epi-Gene-Geno
PPM1A-Epi,PPM1A-Geno,Gene-Epi-Gene-Geno
PPM1B-Epi,PPM1B-Geno,Gene-Epi-Gene-Geno
PPM1D-Epi,PPM1D-Geno,Gene-Epi-Gene-Geno
PPP1CA-Epi,PPP1CA-Geno,Gene-Epi-Gene-Geno
PPP1CB-Epi,PPP1CB-Geno,Gene-Epi-Gene-Geno
PPP1CC-Epi,PPP1CC-Geno,Gene-Epi-Gene-Geno
PPP1R12A-Epi,PPP1R12A-Geno,Gene-Epi-Gene-Geno
PPP1R12B-Epi,PPP1R12B-Geno,Gene-Epi-Gene-Geno
PPP1R12C-Epi,PPP1R12C-Geno,Gene-Epi-Gene-Geno
PPP1R1B-Epi,PPP1R1B-Geno,Gene-Epi-Gene-Geno
PPP1R3A-Epi,PPP1R3A-Geno,Gene-Epi-Gene-Geno
PPP1R3B-Epi,PPP1R3B-Geno,Gene-Epi-Gene-Geno
PPP1R3C-Epi,PPP1R3C-Geno,Gene-Epi-Gene-Geno
PPP1R3D-Epi,PPP1R3D-Geno,Gene-Epi-Gene-Geno
PPP1R3E-Epi,PPP1R3E-Geno,Gene-Epi-Gene-Geno
PPP1R3F-Epi,PPP1R3F-Geno,Gene-Epi-Gene-Geno
PPP2CA-Epi,PPP2CA-Geno,Gene-Epi-Gene-Geno
PPP2CB-Epi,PPP2CB-Geno,Gene-Epi-Gene-Geno
PPP2R1A-Epi,PPP2R1A-Geno,Gene-Epi-Gene-Geno
PPP2R1B-Epi,PPP2R1B-Geno,Gene-Epi-Gene-Geno
PPP2R2A-Epi,PPP2R2A-Geno,Gene-Epi-Gene-Geno
PPP2R2B-Epi,PPP2R2B-Geno,Gene-Epi-Gene-Geno
PPP2R2C-Epi,PPP2R2C-Geno,Gene-Epi-Gene-Geno
PPP2R2D-Epi,PPP2R2D-Geno,Gene-Epi-Gene-Geno
PPP2R3A-Epi,PPP2R3A-Geno,Gene-Epi-Gene-Geno
PPP2R3B-Epi,PPP2R3B-Geno,Gene-Epi-Gene-Geno
PPP2R3C-Epi,PPP2R3C-Geno,Gene-Epi-Gene-Geno
PPP2R5A-Epi,PPP2R5A-Geno,Gene-Epi-Gene-Geno
PPP2R5B-Epi,PPP2R5B-Geno,Gene-Epi-Gene-Geno
PPP2R5C-Epi,PPP2R5C-Geno,Gene-Epi-Gene-Geno
PPP2R5D-Epi,PPP2R5D-Geno,Gene-Epi-Gene-Geno
PPP2R5E-Epi,PPP2R5E-Geno,Gene-Epi-Gene-Geno
PPP3CA-Epi,PPP3CA-Geno,Gene-Epi-Gene-Geno
PPP3CB-Epi,PPP3CB-Geno,Gene-Epi-Gene-Geno
PPP3CC-Epi,PPP3CC-Geno,Gene-Epi-Gene-Geno
PPP3R1-Epi,PPP3R1-Geno,Gene-Epi-Gene-Geno
PPP3R2-Epi,PPP3R2-Geno,Gene-Epi-Gene-Geno
PPP4C-Epi,PPP4C-Geno,Gene-Epi-Gene-Geno
PPP5C-Epi,PPP5C-Geno,Gene-Epi-Gene-Geno
PRDM4-Epi,PRDM4-Geno,Gene-Epi-Gene-Geno
PREX1-Epi,PREX1-Geno,Gene-Epi-Gene-Geno
PRICKLE1-Epi,PRICKLE1-Geno,Gene-Epi-Gene-Geno
PRICKLE2-Epi,PRICKLE2-Geno,Gene-Epi-Gene-Geno
PRICKLE3-Epi,PRICKLE3-Geno,Gene-Epi-Gene-Geno
PRICKLE4-Epi,PRICKLE4-Geno,Gene-Epi-Gene-Geno
PRKAA1-Epi,PRKAA1-Geno,Gene-Epi-Gene-Geno
PRKAA2-Epi,PRKAA2-Geno,Gene-Epi-Gene-Geno
PRKAB1-Epi,PRKAB1-Geno,Gene-Epi-Gene-Geno
PRKAB2-Epi,PRKAB2-Geno,Gene-Epi-Gene-Geno
PRKACA-Epi,PRKACA-Geno,Gene-Epi-Gene-Geno
PRKACB-Epi,PRKACB-Geno,Gene-Epi-Gene-Geno
PRKACG-Epi,PRKACG-Geno,Gene-Epi-Gene-Geno
PRKAG1-Epi,PRKAG1-Geno,Gene-Epi-Gene-Geno
PRKAG2-Epi,PRKAG2-Geno,Gene-Epi-Gene-Geno
PRKAG3-Epi,PRKAG3-Geno,Gene-Epi-Gene-Geno
PRKAR1A-Epi,PRKAR1A-Geno,Gene-Epi-Gene-Geno
PRKAR1B-Epi,PRKAR1B-Geno,Gene-Epi-Gene-Geno
PRKAR2A-Epi,PRKAR2A-Geno,Gene-Epi-Gene-Geno
PRKAR2B-Epi,PRKAR2B-Geno,Gene-Epi-Gene-Geno
PRKCA-Epi,PRKCA-Geno,Gene-Epi-Gene-Geno
PRKCB-Epi,PRKCB-Geno,Gene-Epi-Gene-Geno
PRKCD-Epi,PRKCD-Geno,Gene-Epi-Gene-Geno
PRKCE-Epi,PRKCE-Geno,Gene-Epi-Gene-Geno
PRKCG-Epi,PRKCG-Geno,Gene-Epi-Gene-Geno
PRKCI-Epi,PRKCI-Geno,Gene-Epi-Gene-Geno
PRKCQ-Epi,PRKCQ-Geno,Gene-Epi-Gene-Geno
PRKCZ-Epi,PRKCZ-Geno,Gene-Epi-Gene-Geno
PRKD1-Epi,PRKD1-Geno,Gene-Epi-Gene-Geno
PRKD2-Epi,PRKD2-Geno,Gene-Epi-Gene-Geno
PRKD3-Epi,PRKD3-Geno,Gene-Epi-Gene-Geno
PRKG1-Epi,PRKG1-Geno,Gene-Epi-Gene-Geno
PRKG2-Epi,PRKG2-Geno,Gene-Epi-Gene-Geno
PRL-Epi,PRL-Geno,Gene-Epi-Gene-Geno
PRLR-Epi,PRLR-Geno,Gene-Epi-Gene-Geno
PRMT1-Epi,PRMT1-Geno,Gene-Epi-Gene-Geno
PRR5-Epi,PRR5-Geno,Gene-Epi-Gene-Geno
PSEN1-Epi,PSEN1-Geno,Gene-Epi-Gene-Geno
PSEN2-Epi,PSEN2-Geno,Gene-Epi-Gene-Geno
PSENEN-Epi,PSENEN-Geno,Gene-Epi-Gene-Geno
PSTPIP1-Epi,PSTPIP1-Geno,Gene-Epi-Gene-Geno
PTAFR-Epi,PTAFR-Geno,Gene-Epi-Gene-Geno
PTCH1-Epi,PTCH1-Geno,Gene-Epi-Gene-Geno
PTCH2-Epi,PTCH2-Geno,Gene-Epi-Gene-Geno
PTCRA-Epi,PTCRA-Geno,Gene-Epi-Gene-Geno
PTEN-Epi,PTEN-Geno,Gene-Epi-Gene-Geno
PTGER1-Epi,PTGER1-Geno,Gene-Epi-Gene-Geno
PTGER2-Epi,PTGER2-Geno,Gene-Epi-Gene-Geno
PTGER3-Epi,PTGER3-Geno,Gene-Epi-Gene-Geno
PTGFR-Epi,PTGFR-Geno,Gene-Epi-Gene-Geno
PTGS2-Epi,PTGS2-Geno,Gene-Epi-Gene-Geno
PTK2-Epi,PTK2-Geno,Gene-Epi-Gene-Geno
PTK2B-Epi,PTK2B-Geno,Gene-Epi-Gene-Geno
PTPN1-Epi,PTPN1-Geno,Gene-Epi-Gene-Geno
PTPN11-Epi,PTPN11-Geno,Gene-Epi-Gene-Geno
PTPN2-Epi,PTPN2-Geno,Gene-Epi-Gene-Geno
PTPN5-Epi,PTPN5-Geno,Gene-Epi-Gene-Geno
PTPN6-Epi,PTPN6-Geno,Gene-Epi-Gene-Geno
PTPN7-Epi,PTPN7-Geno,Gene-Epi-Gene-Geno
PTPRC-Epi,PTPRC-Geno,Gene-Epi-Gene-Geno
PTPRF-Epi,PTPRF-Geno,Gene-Epi-Gene-Geno
PTPRR-Epi,PTPRR-Geno,Gene-Epi-Gene-Geno
PXN-Epi,PXN-Geno,Gene-Epi-Gene-Geno
PYCARD-Epi,PYCARD-Geno,Gene-Epi-Gene-Geno
PYDC1-Epi,PYDC1-Geno,Gene-Epi-Gene-Geno
PYDC2-Epi,PYDC2-Geno,Gene-Epi-Gene-Geno
PYGB-Epi,PYGB-Geno,Gene-Epi-Gene-Geno
PYGL-Epi,PYGL-Geno,Gene-Epi-Gene-Geno
PYGM-Epi,PYGM-Geno,Gene-Epi-Gene-Geno
RAB10-Epi,RAB10-Geno,Gene-Epi-Gene-Geno
RAB11B-Epi,RAB11B-Geno,Gene-Epi-Gene-Geno
RAB14-Epi,RAB14-Geno,Gene-Epi-Gene-Geno
RAB2A-Epi,RAB2A-Geno,Gene-Epi-Gene-Geno
RAB5A-Epi,RAB5A-Geno,Gene-Epi-Gene-Geno
RAB5B-Epi,RAB5B-Geno,Gene-Epi-Gene-Geno
RAB5C-Epi,RAB5C-Geno,Gene-Epi-Gene-Geno
RAB8A-Epi,RAB8A-Geno,Gene-Epi-Gene-Geno
RAC1-Epi,RAC1-Geno,Gene-Epi-Gene-Geno
RAC2-Epi,RAC2-Geno,Gene-Epi-Gene-Geno
RAC3-Epi,RAC3-Geno,Gene-Epi-Gene-Geno
RAF1-Epi,RAF1-Geno,Gene-Epi-Gene-Geno
RAG1-Epi,RAG1-Geno,Gene-Epi-Gene-Geno
RAG2-Epi,RAG2-Geno,Gene-Epi-Gene-Geno
RALA-Epi,RALA-Geno,Gene-Epi-Gene-Geno
RALB-Epi,RALB-Geno,Gene-Epi-Gene-Geno
RALBP1-Epi,RALBP1-Geno,Gene-Epi-Gene-Geno
RALGDS-Epi,RALGDS-Geno,Gene-Epi-Gene-Geno
RAP1A-Epi,RAP1A-Geno,Gene-Epi-Gene-Geno
RAP1B-Epi,RAP1B-Geno,Gene-Epi-Gene-Geno
RAP1GAP-Epi,RAP1GAP-Geno,Gene-Epi-Gene-Geno
RAPGEF1-Epi,RAPGEF1-Geno,Gene-Epi-Gene-Geno
RAPGEF2-Epi,RAPGEF2-Geno,Gene-Epi-Gene-Geno
RAPGEF3-Epi,RAPGEF3-Geno,Gene-Epi-Gene-Geno
RAPGEF4-Epi,RAPGEF4-Geno,Gene-Epi-Gene-Geno
RAPGEF5-Epi,RAPGEF5-Geno,Gene-Epi-Gene-Geno
RAPGEF6-Epi,RAPGEF6-Geno,Gene-Epi-Gene-Geno
RARA-Epi,RARA-Geno,Gene-Epi-Gene-Geno
RASA1-Epi,RASA1-Geno,Gene-Epi-Gene-Geno
RASA2-Epi,RASA2-Geno,Gene-Epi-Gene-Geno
RASA3-Epi,RASA3-Geno,Gene-Epi-Gene-Geno
RASA4-Epi,RASA4-Geno,Gene-Epi-Gene-Geno
RASA4B-Epi,RASA4B-Geno,Gene-Epi-Gene-Geno
RASAL1-Epi,RASAL1-Geno,Gene-Epi-Gene-Geno
RASAL2-Epi,RASAL2-Geno,Gene-Epi-Gene-Geno
RASAL3-Epi,RASAL3-Geno,Gene-Epi-Gene-Geno
RASGRF1-Epi,RASGRF1-Geno,Gene-Epi-Gene-Geno
RASGRF2-Epi,RASGRF2-Geno,Gene-Epi-Gene-Geno
RASGRP1-Epi,RASGRP1-Geno,Gene-Epi-Gene-Geno
RASGRP2-Epi,RASGRP2-Geno,Gene-Epi-Gene-Geno
RASGRP3-Epi,RASGRP3-Geno,Gene-Epi-Gene-Geno
RASGRP4-Epi,RASGRP4-Geno,Gene-Epi-Gene-Geno
RASSF1-Epi,RASSF1-Geno,Gene-Epi-Gene-Geno
RASSF2-Epi,RASSF2-Geno,Gene-Epi-Gene-Geno
RASSF4-Epi,RASSF4-Geno,Gene-Epi-Gene-Geno
RASSF5-Epi,RASSF5-Geno,Gene-Epi-Gene-Geno
RASSF6-Epi,RASSF6-Geno,Gene-Epi-Gene-Geno
RBCK1-Epi,RBCK1-Geno,Gene-Epi-Gene-Geno
RBL1-Epi,RBL1-Geno,Gene-Epi-Gene-Geno
RBL2-Epi,RBL2-Geno,Gene-Epi-Gene-Geno
RBPJ-Epi,RBPJ-Geno,Gene-Epi-Gene-Geno
RBPJL-Epi,RBPJL-Geno,Gene-Epi-Gene-Geno
RBX1-Epi,RBX1-Geno,Gene-Epi-Gene-Geno
RCAN1-Epi,RCAN1-Geno,Gene-Epi-Gene-Geno
RCAN2-Epi,RCAN2-Geno,Gene-Epi-Gene-Geno
RCHY1-Epi,RCHY1-Geno,Gene-Epi-Gene-Geno
REL-Epi,REL-Geno,Gene-Epi-Gene-Geno
RELA-Epi,RELA-Geno,Gene-Epi-Gene-Geno
RELB-Epi,RELB-Geno,Gene-Epi-Gene-Geno
RELN-Epi,RELN-Geno,Gene-Epi-Gene-Geno
RET-Epi,RET-Geno,Gene-Epi-Gene-Geno
RFNG-Epi,RFNG-Geno,Gene-Epi-Gene-Geno
RGL1-Epi,RGL1-Geno,Gene-Epi-Gene-Geno
RGL2-Epi,RGL2-Geno,Gene-Epi-Gene-Geno
RGMA-Epi,RGMA-Geno,Gene-Epi-Gene-Geno
RGMB-Epi,RGMB-Geno,Gene-Epi-Gene-Geno
RGS14-Epi,RGS14-Geno,Gene-Epi-Gene-Geno
RGS2-Epi,RGS2-Geno,Gene-Epi-Gene-Geno
RHEB-Epi,RHEB-Geno,Gene-Epi-Gene-Geno
RHOA-Epi,RHOA-Geno,Gene-Epi-Gene-Geno
RHOQ-Epi,RHOQ-Geno,Gene-Epi-Gene-Geno
RICTOR-Epi,RICTOR-Geno,Gene-Epi-Gene-Geno
RIN1-Epi,RIN1-Geno,Gene-Epi-Gene-Geno
RIPK1-Epi,RIPK1-Geno,Gene-Epi-Gene-Geno
RIPK2-Epi,RIPK2-Geno,Gene-Epi-Gene-Geno
RIPK3-Epi,RIPK3-Geno,Gene-Epi-Gene-Geno
RLN1-Epi,RLN1-Geno,Gene-Epi-Gene-Geno
RLN2-Epi,RLN2-Geno,Gene-Epi-Gene-Geno
RLN3-Epi,RLN3-Geno,Gene-Epi-Gene-Geno
RNASEL-Epi,RNASEL-Geno,Gene-Epi-Gene-Geno
RNF125-Epi,RNF125-Geno,Gene-Epi-Gene-Geno
RNF152-Epi,RNF152-Geno,Gene-Epi-Gene-Geno
RNF31-Epi,RNF31-Geno,Gene-Epi-Gene-Geno
RNF43-Epi,RNF43-Geno,Gene-Epi-Gene-Geno
ROCK1-Epi,ROCK1-Geno,Gene-Epi-Gene-Geno
ROCK2-Epi,ROCK2-Geno,Gene-Epi-Gene-Geno
ROR1-Epi,ROR1-Geno,Gene-Epi-Gene-Geno
ROR2-Epi,ROR2-Geno,Gene-Epi-Gene-Geno
RPRM-Epi,RPRM-Geno,Gene-Epi-Gene-Geno
RPS6-Epi,RPS6-Geno,Gene-Epi-Gene-Geno
RPS6KA1-Epi,RPS6KA1-Geno,Gene-Epi-Gene-Geno
RPS6KA2-Epi,RPS6KA2-Geno,Gene-Epi-Gene-Geno
RPS6KA3-Epi,RPS6KA3-Geno,Gene-Epi-Gene-Geno
RPS6KA4-Epi,RPS6KA4-Geno,Gene-Epi-Gene-Geno
RPS6KA5-Epi,RPS6KA5-Geno,Gene-Epi-Gene-Geno
RPS6KA6-Epi,RPS6KA6-Geno,Gene-Epi-Gene-Geno
RPS6KB1-Epi,RPS6KB1-Geno,Gene-Epi-Gene-Geno
RPS6KB2-Epi,RPS6KB2-Geno,Gene-Epi-Gene-Geno
RPTOR-Epi,RPTOR-Geno,Gene-Epi-Gene-Geno
RRAGA-Epi,RRAGA-Geno,Gene-Epi-Gene-Geno
RRAGB-Epi,RRAGB-Geno,Gene-Epi-Gene-Geno
RRAGC-Epi,RRAGC-Geno,Gene-Epi-Gene-Geno
RRAGD-Epi,RRAGD-Geno,Gene-Epi-Gene-Geno
RRAS-Epi,RRAS-Geno,Gene-Epi-Gene-Geno
RRAS2-Epi,RRAS2-Geno,Gene-Epi-Gene-Geno
RRM2-Epi,RRM2-Geno,Gene-Epi-Gene-Geno
RRM2B-Epi,RRM2B-Geno,Gene-Epi-Gene-Geno
RSPO1-Epi,RSPO1-Geno,Gene-Epi-Gene-Geno
RSPO2-Epi,RSPO2-Geno,Gene-Epi-Gene-Geno
RSPO3-Epi,RSPO3-Geno,Gene-Epi-Gene-Geno
RSPO4-Epi,RSPO4-Geno,Gene-Epi-Gene-Geno
