gene_name,R1105988,R1262106,R1287407,R1489314,R1531359,R1617674,R1710143,R1822146,R2079629,R2111091,R2516394,R2575548,R2624931,R2678902,R2716798,R2721311,R2731324,R2731764,R2803490,R3008520,R3257830,R3408213,R3477250,R3535957,R3739042,R3740754,R3741788,R3757880,R4119160,R4147686,R4276053,R4531942,R4917253,R5177066,R5211056,R5369295,R5449861,R5546461,R5766881,R5789564,R6114572,R6132310,R6476704,R6759986,R6847727,R6862468,R7025378,R7295303,R7738727,R7791442,R7876628,R7881801,R7959406,R8444624,R8457289,R8724814,R8845676,R8937093,R9354381,R9489952,R9596785,R9680160,R9781891,R9936070
AIFM2,0.166384,0.1680923333333333,0.17957,0.2069223333333333,0.222749,0.2482886666666666,0.192788,0.1339226666666666,0.1978396666666666,0.297857,0.2448283333333333,0.181917,0.1029213333333333,0.168614,0.2526996666666667,0.1708113333333333,0.2550933333333333,0.1247556666666666,0.1684916666666666,0.18879,0.2255329999999999,0.1797053333333333,0.1276006666666666,0.212277,0.1728396666666666,0.2026776666666666,0.0976186666666666,0.2070486666666666,0.2090916666666666,0.227831,0.254602,0.2023433333333333,0.1585756666666666,0.1439316666666666,0.2066536666666666,0.152873,0.1510616666666666,0.1630733333333333,0.212628,0.2412103333333333,0.1088866666666666,0.180273,0.2045126666666666,0.1794833333333333,0.179897,0.1890573333333333,0.208085,0.2198999999999999,0.2076493333333333,0.2423786666666666,0.174673,0.100412,0.18238,0.135803,0.2074399999999999,0.1788093333333333,0.170608,0.1978323333333333,0.2066626666666666,0.1923803333333333,0.1467716666666666,0.2072476666666667,0.1440563333333333,0.1963243333333333
ATM,0.505748,0.593611,0.670902,0.642969,0.727566,0.669139,0.640993,0.724882,0.703395,0.679477,0.671224,0.668758,0.721268,0.611058,0.63604,0.752755,0.694057,0.634686,0.712043,0.725153,0.648315,0.698741,0.701657,0.766332,0.696208,0.697488,0.639096,0.668314,0.737696,0.645259,0.740094,0.637976,0.715214,0.628667,0.704079,0.683627,0.717716,0.610366,0.650872,0.670806,0.62836,0.722078,0.685876,0.623044,0.684785,0.65036,0.658305,0.629648,0.745021,0.675287,0.706302,0.66489,0.734992,0.700873,0.679024,0.69248,0.678764,0.794327,0.675162,0.688346,0.68112,0.682436,0.660728,0.71134
ATR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNA2D2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNA2D4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNB4,0.1186145,0.1346844999999999,0.130201,0.1376595,0.132786,0.096676,0.157211,0.1297135,0.1307,0.1240105,0.1442095,0.13576,0.1415515,0.1244649999999999,0.119037,0.126942,0.1199185,0.1129894999999999,0.114577,0.1281315,0.1480235,0.1273715,0.133874,0.1479265,0.1219275,0.1198815,0.1339555,0.1308605,0.1732125,0.1085945,0.1368795,0.1264775,0.175611,0.139994,0.116765,0.111383,0.1189264999999999,0.137749,0.129204,0.1173795,0.1318495,0.118318,0.1030445,0.110607,0.1303095,0.1374969999999999,0.1591765,0.0933499999999999,0.1356395,0.132462,0.126288,0.1222205,0.1255695,0.1276419999999999,0.115274,0.119409,0.1505294999999999,0.1287645,0.1342215,0.1202295,0.1625615,0.1426454999999999,0.148828,0.1028004999999999
CACNG1,0.7899775,0.8122255,0.815137,0.8006765,0.8260335000000001,0.7994034999999999,0.816569,0.773532,0.811379,0.741844,0.7771205000000001,0.803242,0.827671,0.786367,0.8089615,0.8282615,0.7703175,0.7190785,0.7728889999999999,0.7716795000000001,0.797013,0.789738,0.8136635,0.797212,0.7507705,0.8324285,0.833097,0.7905234999999999,0.8448235,0.8388705000000001,0.8109059999999999,0.81307,0.7811715,0.801658,0.778986,0.769193,0.817332,0.8038784999999999,0.806565,0.8058655,0.800632,0.7992155,0.7702075,0.830902,0.7602065,0.7843925,0.8305915,0.8118725,0.811466,0.8132705,0.7622964999999999,0.815653,0.8083735,0.7833395,0.816626,0.8337479999999999,0.8599165,0.8383795,0.834784,0.803957,0.77565,0.8044925,0.8215915,0.851658
CACNG5,0.849047,0.86489,0.859806,0.827472,0.872881,0.852182,0.844376,0.882884,0.815725,0.865311,0.846674,0.828967,0.838419,0.840491,0.855141,0.874251,0.847698,0.863414,0.843698,0.824382,0.869246,0.864224,0.835697,0.850096,0.840801,0.83162,0.868411,0.841402,0.848983,0.869745,0.841655,0.840358,0.782432,0.836082,0.869414,0.881029,0.832067,0.838356,0.81268,0.845902,0.841641,0.8586,0.833175,0.890823,0.819936,0.849822,0.842205,0.856865,0.91069,0.84499,0.825607,0.83795,0.839484,0.830369,0.849013,0.848341,0.874983,0.832,0.832047,0.868896,0.820958,0.83848,0.799665,0.829475
CACNG6,0.67957,0.74033,0.760349,0.70192,0.793596,0.757778,0.769918,0.698345,0.739296,0.739715,0.767851,0.768853,0.790901,0.737486,0.71562,0.778262,0.774845,0.847241,0.789941,0.776685,0.729907,0.780182,0.795867,0.688428,0.737676,0.759276,0.710189,0.813204,0.687384,0.759916,0.818708,0.779077,0.753859,0.771799,0.795793,0.710274,0.822106,0.775104,0.72288,0.835883,0.733341,0.705801,0.728765,0.832969,0.722054,0.780274,0.795797,0.836584,0.734895,0.794257,0.735806,0.709508,0.762212,0.69162,0.770843,0.786762,0.771777,0.759895,0.715538,0.753088,0.741205,0.754128,0.767431,0.697636
CARD16,0.639228,0.625298,0.579665,0.538391,0.553879,0.50566,0.540634,0.513472,0.58905,0.498631,0.523338,0.526625,0.490977,0.559204,0.605665,0.55178,0.568737,0.556385,0.572623,0.532392,0.576971,0.572344,0.543496,0.526491,0.517181,0.580561,0.535087,0.599205,0.566957,0.557233,0.551431,0.5373,0.538676,0.553075,0.542865,0.569359,0.622192,0.601611,0.579983,0.561678,0.5257,0.524828,0.629067,0.622401,0.563179,0.537642,0.523791,0.624671,0.616009,0.571836,0.548585,0.584858,0.505144,0.597576,0.539014,0.543953,0.550047,0.553312,0.562251,0.579373,0.594699,0.539782,0.57518,0.531357
