gene_name,R1105988,R1262106,R1287407,R1489314,R1531359,R1617674,R1710143,R1822146,R2079629,R2111091,R2516394,R2575548,R2624931,R2678902,R2716798,R2721311,R2731324,R2731764,R2803490,R3008520,R3257830,R3408213,R3477250,R3535957,R3739042,R3740754,R3741788,R3757880,R4119160,R4147686,R4276053,R4531942,R4917253,R5177066,R5211056,R5369295,R5449861,R5546461,R5766881,R5789564,R6114572,R6132310,R6476704,R6759986,R6847727,R6862468,R7025378,R7295303,R7738727,R7791442,R7876628,R7881801,R7959406,R8444624,R8457289,R8724814,R8845676,R8937093,R9354381,R9489952,R9596785,R9680160,R9781891,R9936070
AIFM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNA2D2,0.882368,0.878763,0.887369,0.905495,0.898513,0.860111,0.883118,0.90654,0.914639,0.866586,0.882938,0.895324,0.904491,0.884156,0.886756,0.905068,0.90307,0.922792,0.880888,0.89809,0.875464,0.888957,0.913493,0.896456,0.886545,0.890125,0.893882,0.926175,0.895794,0.893577,0.89563,0.908501,0.86041,0.845948,0.88876,0.911583,0.900412,0.881032,0.898802,0.898742,0.884173,0.891005,0.900087,0.926505,0.859908,0.88539,0.893449,0.899571,0.906876,0.880735,0.889106,0.877286,0.917158,0.862713,0.884753,0.937945,0.90239,0.890301,0.87924,0.897725,0.864016,0.881946,0.906241,0.907175
CACNA2D4,0.8567161999999999,0.868731,0.8611446,0.8605485999999999,0.8694424,0.8331544000000001,0.815649,0.8436218,0.8695344,0.85938,0.8428338,0.8837999999999999,0.8654104,0.8343192,0.8662326,0.8969037999999999,0.8903108,0.8536876,0.8642049999999999,0.8625640000000001,0.8923656,0.7958546,0.8846602000000001,0.8818268,0.8440206,0.8972422,0.8738384,0.8630713999999999,0.8669108,0.8863538,0.8716560000000001,0.8817552,0.837567,0.8472861999999999,0.8776214,0.8921814000000001,0.8975101999999999,0.8687012,0.8704148,0.8328742,0.8633219999999999,0.8488628,0.8879324000000001,0.8890442000000001,0.8208316,0.749937,0.8254543999999999,0.8110394,0.8305469999999999,0.8740752,0.8447506,0.8454408000000001,0.8785261999999999,0.8151607999999999,0.8882325999999999,0.8791546,0.8544888,0.843106,0.8502366,0.8760884000000001,0.8555818000000001,0.8432934,0.8285220000000001,0.8825710000000001
CACNB4,0.948104,0.960636,0.969075,0.954117,0.916377,0.966833,0.909788,0.908184,0.944995,0.951485,0.931535,0.915103,0.937765,0.896963,0.907515,0.955549,0.922413,0.913853,0.916945,0.896828,0.973836,0.921202,0.969622,0.899502,0.943622,0.869423,0.868843,0.929709,0.970043,0.96227,0.885924,0.942276,0.930669,0.922981,0.902513,0.95496,0.92072,0.903599,0.963111,0.938114,0.977865,0.952793,0.935866,0.976444,0.880052,0.936262,0.876509,0.92542,0.928487,0.93921,0.832086,0.913601,0.901054,0.904349,0.90938,0.979043,0.910134,0.916997,0.883184,0.924866,0.900579,0.950418,0.924282,0.903434
CACNG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNG5,0.4179713333333333,0.4655673333333333,0.4326446666666667,0.4946083333333333,0.4639263333333333,0.4940933333333333,0.46923,0.4877096666666666,0.4797906666666667,0.4772236666666666,0.442286,0.4764166666666666,0.500078,0.4614363333333333,0.4703839999999999,0.4823216666666667,0.499115,0.4709283333333333,0.46696,0.4545289999999999,0.4486079999999999,0.463883,0.486604,0.439369,0.4244873333333332,0.469484,0.485664,0.446494,0.4332213333333333,0.4809643333333334,0.5018716666666666,0.451557,0.409935,0.4578113333333333,0.4809836666666666,0.4326536666666666,0.4674826666666666,0.4704676666666667,0.4710343333333333,0.473646,0.4398493333333333,0.4395346666666666,0.4976183333333333,0.4865453333333333,0.4721996666666666,0.462929,0.4917993333333333,0.4781163333333333,0.4858296666666666,0.4934163333333333,0.4354033333333333,0.4303906666666666,0.4828453333333333,0.4268129999999999,0.4888406666666666,0.4791983333333333,0.4849813333333333,0.4556573333333333,0.4782253333333333,0.4657703333333333,0.4362933333333333,0.4666766666666667,0.4501813333333334,0.4950113333333333
CACNG6,0.384182,0.377791,0.40487,0.418798,0.420819,0.39129,0.367151,0.400795,0.383786,0.414757,0.429458,0.357176,0.403261,0.356506,0.419522,0.369088,0.379542,0.405379,0.392363,0.360106,0.447503,0.418635,0.427729,0.395978,0.383482,0.37589,0.395594,0.372598,0.42234,0.322995,0.459265,0.411351,0.374505,0.350216,0.45297,0.410731,0.357295,0.458331,0.388184,0.375447,0.35193,0.376835,0.372033,0.392021,0.405616,0.378388,0.448665,0.417944,0.404434,0.438352,0.416668,0.338499,0.389372,0.40843,0.351103,0.373514,0.374217,0.398284,0.399403,0.357306,0.395947,0.401619,0.356236,0.341563
CARD16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARD17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARD18,0.839986,0.868342,0.937975,0.870378,0.867288,0.869129,0.873732,0.871404,0.869411,0.83938,0.853318,0.87873,0.871621,0.85117,0.906926,0.889877,0.908413,0.887565,0.890109,0.814351,0.893651,0.864396,0.869339,0.873565,0.868831,0.891721,0.834062,0.852431,0.891335,0.856714,0.897848,0.879088,0.830085,0.871929,0.875189,0.892545,0.907488,0.839696,0.883446,0.877486,0.870463,0.895453,0.862522,0.882666,0.844054,0.828517,0.857939,0.870297,0.940785,0.860111,0.861889,0.878984,0.851432,0.850982,0.871997,0.846387,0.899965,0.869146,0.87207,0.879392,0.879147,0.88127,0.858925,0.934593
CASP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
