gene_name,R1042011,R1218460,R1407047,R1660726,R1743384,R1924801,R2045909,R2237803,R2373966,R2455930,R2494273,R2543886,R2880377,R2881301,R3143439,R3176125,R3368249,R3811781,R3922205,R3978789,R4260171,R4527133,R4641987,R5234179,R5374583,R5541746,R5656511,R5739959,R5850046,R5907586,R5927382,R5973191,R6001210,R6058053,R6108690,R6231758,R6267541,R6292415,R6392007,R6665276,R6698302,R6743664,R6751504,R6765868,R6879714,R7143693,R7325259,R7483736,R7796947,R7911202,R7915228,R8044591,R8155560,R8293796,R8466373,R8759568,R8774534,R9072353,R9101940,R9127940,R9330569,R9419876,R9598418,R9904978
AIFM2,0.4317612857142857,0.4237812857142857,0.4063885714285714,0.4837291428571428,0.4390711428571428,0.4320638571428571,0.4467665714285714,0.4681415714285714,0.4311818571428572,0.4481267142857142,0.4598968571428571,0.4283067142857142,0.4467687142857142,0.4585628571428571,0.4283508571428571,0.4182105714285714,0.4456535714285715,0.4906851428571429,0.4364114285714285,0.4428641428571428,0.4205357142857143,0.4456444285714286,0.464398,0.412439,0.4118932857142857,0.4441397142857143,0.4121985714285714,0.4951367142857142,0.4148712857142857,0.4388725714285714,0.4311285714285714,0.4553751428571428,0.4184085714285714,0.4464067142857142,0.4778595714285714,0.4118125714285714,0.4196589999999999,0.4571701428571429,0.4354038571428571,0.4504611428571428,0.4925945714285714,0.4352801428571428,0.4582965714285714,0.4645777142857143,0.4876521428571428,0.4183955714285714,0.4264342857142857,0.4241941428571428,0.4954582857142857,0.4239172857142858,0.4632694285714285,0.4021364285714285,0.420745,0.4548608571428572,0.4199825714285713,0.4328304285714285,0.4255638571428571,0.4028938571428571,0.4555687142857142,0.4363268571428572,0.4500141428571428,0.4480917142857143,0.4420734285714286,0.4188797142857142
ATM,0.2320075,0.228963,0.21897225,0.22147275,0.2126694999999999,0.22709975,0.226679,0.221625,0.2195595,0.2072885,0.2483085,0.2424,0.23067525,0.21999575,0.2287335,0.24608925,0.2376445,0.236359,0.237477,0.23877225,0.2255407499999999,0.23876575,0.22490075,0.226585,0.1985019999999999,0.237029,0.2193615,0.2326679999999999,0.1974975,0.2283815,0.2222299999999999,0.24186,0.23996425,0.22183675,0.22721225,0.216888,0.2240754999999999,0.24298175,0.21559775,0.241843,0.235213,0.2234475,0.2368225,0.235148,0.22788775,0.24395975,0.2205685,0.2318549999999999,0.2222037499999999,0.1814455,0.243168,0.2291205,0.2233235,0.2160605,0.22777675,0.250473,0.24592175,0.2275645,0.23941725,0.21262025,0.2378795,0.242653,0.23415575,0.2215605
ATR,0.060981,0.0637813333333333,0.080209,0.0753704999999999,0.0687318333333333,0.0623785,0.0586258333333333,0.0654303333333333,0.0587526666666666,0.0807171666666666,0.0818375,0.0543321666666666,0.0684411666666666,0.0652821666666666,0.062416,0.070352,0.0569473333333333,0.0581123333333333,0.0709386666666666,0.0671876666666666,0.0580786666666666,0.0609861666666666,0.0635525,0.0620635,0.0767263333333333,0.0721773333333333,0.0703005,0.0767331666666666,0.067763,0.0564436666666666,0.0562711666666666,0.0782575,0.06698,0.0614511666666666,0.065466,0.062608,0.0703613333333333,0.0667245,0.0760148333333333,0.057373,0.0553663333333333,0.0666109999999999,0.0595675,0.0810008333333333,0.0658086666666666,0.0577841666666666,0.065729,0.0683508333333333,0.0604551666666666,0.0740826666666666,0.0635061666666666,0.066659,0.0647185,0.0726546666666666,0.076176,0.0659248333333333,0.0610118333333333,0.0512588333333333,0.0692625,0.0589161666666666,0.0675881666666666,0.0672278333333333,0.076923,0.053126
CACNA2D2,0.1166045,0.1078023333333333,0.1181948333333333,0.1127321666666666,0.1111955,0.1128336666666666,0.1039789999999999,0.1225474999999999,0.1134754999999999,0.1289821666666666,0.1166518333333333,0.1067363333333333,0.1056841666666666,0.1088363333333333,0.1162333333333333,0.113924,0.1208671666666666,0.1125631666666666,0.1280774999999999,0.1280216666666666,0.1136356666666666,0.1161924999999999,0.1108753333333333,0.1058993333333333,0.1082065,0.123459,0.1289058333333333,0.1323243333333333,0.1136679999999999,0.1138933333333333,0.1256636666666666,0.1179658333333333,0.1047511666666666,0.1178321666666666,0.1304131666666666,0.1099868333333333,0.1038138333333333,0.1319463333333333,0.1163716666666666,0.1304408333333333,0.1221665,0.1184631666666666,0.108837,0.1202281666666666,0.1199583333333333,0.113255,0.1162461666666666,0.1184109999999999,0.1226541666666666,0.1119053333333333,0.1333156666666666,0.1116539999999999,0.1085538333333333,0.1028083333333333,0.1095169999999999,0.1167965,0.1176195,0.1015468333333333,0.1262373333333333,0.1086926666666666,0.1174,0.114296,0.1320413333333333,0.1170408333333333
CACNA2D4,0.835348,0.840141,0.762259,0.816935,0.850861,0.795144,0.803045,0.757691,0.82652,0.779667,0.834091,0.782411,0.822756,0.827309,0.840814,0.831613,0.830218,0.872323,0.785153,0.824223,0.807097,0.86216,0.856082,0.849668,0.774801,0.821974,0.845603,0.797212,0.788757,0.857477,0.800933,0.801877,0.84227,0.839391,0.814099,0.728402,0.75579,0.834808,0.822454,0.83392,0.82913,0.792261,0.823836,0.82944,0.810757,0.821178,0.800269,0.816529,0.813516,0.796815,0.826034,0.786922,0.827184,0.847287,0.815332,0.785229,0.837146,0.792053,0.849955,0.860178,0.847512,0.838513,0.830282,0.817175
CACNB4,0.071669,0.0633938,0.0632805999999999,0.0638637,0.0649594,0.0537668999999999,0.0447346,0.0801892,0.0748464,0.0747703,0.0678727,0.0539151,0.0731358,0.0651421,0.0661572,0.0597824,0.0579884,0.0672565,0.0708514,0.0742447,0.0609529,0.0753637,0.054083,0.0710964,0.0638357,0.0638716,0.0678157,0.0463488,0.0729173,0.0713889,0.0699381,0.0597911,0.0489096,0.0830553,0.0497275,0.0723871,0.0623785999999999,0.0351939999999999,0.0646854999999999,0.0576654,0.0646283,0.0863499,0.0738573,0.0749785999999999,0.0501635,0.050593,0.07016,0.0695941,0.0693683,0.0786452,0.0524501,0.0726935,0.0657072,0.0667220999999999,0.0598193,0.0607119,0.0572147999999999,0.062103,0.0637369,0.0731854,0.0564455,0.071864,0.0772936999999999,0.0639580999999999
CACNG1,0.81118125,0.775598,0.77777575,0.82679275,0.80319275,0.81804975,0.82290425,0.82458625,0.81039125,0.79350325,0.8237835,0.81100325,0.833093,0.8229965,0.80633025,0.808512,0.8143994999999999,0.811215,0.8102675,0.8072557499999999,0.80304775,0.8432075,0.8270575,0.8258715,0.78874825,0.8150412499999999,0.81458475,0.798654,0.7840185,0.85006225,0.79061225,0.8221425,0.84224,0.8059305,0.799254,0.809235,0.8018665,0.80172625,0.79108225,0.833394,0.8047292500000001,0.817177,0.8127595,0.79729375,0.82489875,0.83058,0.8014095,0.774709,0.80466025,0.84018125,0.81330675,0.79925975,0.8068035,0.84320925,0.838106,0.81677475,0.807446,0.79050825,0.80155475,0.841106,0.829618,0.8298145,0.815798,0.81273375
CACNG5,0.6268461111111111,0.6165706666666666,0.605511,0.6432585555555556,0.6325914444444445,0.6307146666666666,0.6313038888888889,0.6323667777777778,0.6317671111111111,0.6280902222222222,0.6338412222222223,0.6227378888888889,0.6300942222222221,0.6368681111111111,0.6324842222222222,0.6233163333333334,0.622832,0.6341998888888889,0.6194787777777777,0.6204702222222223,0.6172704444444445,0.6318347777777777,0.6424976666666667,0.6330192222222223,0.6111018888888888,0.6274764444444444,0.6394208888888888,0.631819,0.611091111111111,0.6230656666666666,0.6314484444444444,0.6013693333333333,0.6243785555555555,0.6341220000000001,0.6365386666666667,0.6308846666666666,0.6233684444444445,0.6337969999999999,0.622324,0.6247206666666667,0.6400018888888889,0.617824,0.626893111111111,0.6504284444444445,0.6387017777777778,0.6250065555555556,0.640409888888889,0.6210714444444444,0.6356751111111111,0.6298584444444444,0.6430055555555556,0.6189617777777778,0.623131,0.6312294444444445,0.6359813333333333,0.6261622222222223,0.6234542222222222,0.6223017777777778,0.6360534444444444,0.6212985555555555,0.6318993333333334,0.6318875555555556,0.641496,0.6217575555555556
CACNG6,0.5775321666666667,0.5240980000000001,0.5760445,0.5969675,0.5482401666666666,0.6076365,0.606386,0.6101553333333333,0.6058008333333333,0.575025,0.5099676666666667,0.5607758333333334,0.598189,0.6493843333333333,0.5468251666666667,0.5449338333333333,0.5315166666666667,0.5523736666666667,0.5335831666666667,0.5858728333333333,0.5499481666666667,0.5967941666666667,0.621709,0.587705,0.5593808333333333,0.6009796666666667,0.5729833333333333,0.6207634999999999,0.6017421666666667,0.5773403333333333,0.5341745,0.6169008333333333,0.574915,0.6096606666666666,0.6448418333333333,0.5685793333333333,0.5470775,0.5875396666666667,0.5832491666666667,0.5891181666666667,0.6494061666666667,0.5528193333333333,0.6136138333333333,0.5793388333333334,0.5552825,0.5572913333333334,0.5789911666666666,0.5345978333333333,0.6347798333333333,0.5469288333333333,0.6215188333333334,0.563619,0.6165961666666667,0.5655783333333333,0.5812798333333333,0.5559673333333334,0.5926623333333333,0.5163028333333334,0.5745245,0.5801453333333333,0.5694435,0.5780005,0.6009746666666667,0.5871491666666667
CARD16,0.719915,0.619231,0.676557,0.574811,0.690846,0.637932,0.692383,0.566389,0.688395,0.635702,0.617009,0.653702,0.607815,0.639984,0.666478,0.641061,0.683374,0.574361,0.632304,0.654515,0.733175,0.726483,0.713838,0.686349,0.587507,0.69688,0.676335,0.651235,0.640782,0.659251,0.658088,0.665914,0.671795,0.67521,0.597906,0.564233,0.525407,0.621558,0.634814,0.703294,0.701708,0.597845,0.726879,0.637653,0.660712,0.667441,0.67504,0.635743,0.65488,0.60607,0.616872,0.63075,0.655272,0.660786,0.664101,0.65471,0.665754,0.600539,0.651441,0.667088,0.682227,0.655351,0.633981,0.672491
