src,dest,EdgeType
6456,7755,Gene-Prot-Gene-Prot
6456,7756,Gene-Prot-Gene-Prot
6456,7757,Gene-Prot-Gene-Prot
6456,8373,Gene-Prot-Gene-Prot
6457,7755,Gene-Prot-Gene-Prot
6457,7756,Gene-Prot-Gene-Prot
6457,7757,Gene-Prot-Gene-Prot
6457,8373,Gene-Prot-Gene-Prot
6458,6461,Gene-Prot-Gene-Prot
6458,6623,Gene-Prot-Gene-Prot
6458,7290,Gene-Prot-Gene-Prot
6458,7665,Gene-Prot-Gene-Prot
6458,7667,Gene-Prot-Gene-Prot
6458,7668,Gene-Prot-Gene-Prot
6458,7669,Gene-Prot-Gene-Prot
6458,7670,Gene-Prot-Gene-Prot
6458,7672,Gene-Prot-Gene-Prot
6458,7777,Gene-Prot-Gene-Prot
6458,8314,Gene-Prot-Gene-Prot
6458,8315,Gene-Prot-Gene-Prot
6458,8316,Gene-Prot-Gene-Prot
6458,8318,Gene-Prot-Gene-Prot
6458,8321,Gene-Prot-Gene-Prot
6459,8315,Gene-Prot-Gene-Prot
6459,8316,Gene-Prot-Gene-Prot
6460,8315,Gene-Prot-Gene-Prot
6460,8316,Gene-Prot-Gene-Prot
6461,8315,Gene-Prot-Gene-Prot
6461,8316,Gene-Prot-Gene-Prot
6462,8315,Gene-Prot-Gene-Prot
6462,8316,Gene-Prot-Gene-Prot
6463,7808,Gene-Prot-Gene-Prot
6463,7809,Gene-Prot-Gene-Prot
6463,7810,Gene-Prot-Gene-Prot
6463,7811,Gene-Prot-Gene-Prot
6464,8058,Gene-Prot-Gene-Prot
6464,8059,Gene-Prot-Gene-Prot
6464,8060,Gene-Prot-Gene-Prot
6466,8058,Gene-Prot-Gene-Prot
6466,8059,Gene-Prot-Gene-Prot
6466,8060,Gene-Prot-Gene-Prot
6467,8058,Gene-Prot-Gene-Prot
6467,8059,Gene-Prot-Gene-Prot
6467,8060,Gene-Prot-Gene-Prot
6468,8058,Gene-Prot-Gene-Prot
6468,8059,Gene-Prot-Gene-Prot
6468,8060,Gene-Prot-Gene-Prot
6469,8058,Gene-Prot-Gene-Prot
6469,8059,Gene-Prot-Gene-Prot
6469,8060,Gene-Prot-Gene-Prot
6470,8058,Gene-Prot-Gene-Prot
6470,8059,Gene-Prot-Gene-Prot
6470,8060,Gene-Prot-Gene-Prot
6471,8058,Gene-Prot-Gene-Prot
6471,8059,Gene-Prot-Gene-Prot
6471,8060,Gene-Prot-Gene-Prot
6472,8058,Gene-Prot-Gene-Prot
6472,8059,Gene-Prot-Gene-Prot
6472,8060,Gene-Prot-Gene-Prot
6473,8058,Gene-Prot-Gene-Prot
6473,8059,Gene-Prot-Gene-Prot
6473,8060,Gene-Prot-Gene-Prot
6474,6475,Gene-Prot-Gene-Prot
6474,6481,Gene-Prot-Gene-Prot
6474,6490,Gene-Prot-Gene-Prot
6474,6969,Gene-Prot-Gene-Prot
6474,6971,Gene-Prot-Gene-Prot
6474,7133,Gene-Prot-Gene-Prot
6474,7180,Gene-Prot-Gene-Prot
6474,7186,Gene-Prot-Gene-Prot
6474,7221,Gene-Prot-Gene-Prot
6474,7325,Gene-Prot-Gene-Prot
6474,7327,Gene-Prot-Gene-Prot
