src,dest,EdgeType
0,2146,Gene-Epi-Gene-Geno
1,2147,Gene-Epi-Gene-Geno
2,2148,Gene-Epi-Gene-Geno
3,2149,Gene-Epi-Gene-Geno
4,2150,Gene-Epi-Gene-Geno
5,2151,Gene-Epi-Gene-Geno
6,2152,Gene-Epi-Gene-Geno
7,2153,Gene-Epi-Gene-Geno
8,2154,Gene-Epi-Gene-Geno
9,2155,Gene-Epi-Gene-Geno
10,2156,Gene-Epi-Gene-Geno
11,2157,Gene-Epi-Gene-Geno
12,2158,Gene-Epi-Gene-Geno
13,2159,Gene-Epi-Gene-Geno
14,2160,Gene-Epi-Gene-Geno
15,2161,Gene-Epi-Gene-Geno
16,2162,Gene-Epi-Gene-Geno
17,2163,Gene-Epi-Gene-Geno
18,2164,Gene-Epi-Gene-Geno
19,2165,Gene-Epi-Gene-Geno
20,2166,Gene-Epi-Gene-Geno
21,2167,Gene-Epi-Gene-Geno
22,2168,Gene-Epi-Gene-Geno
23,2169,Gene-Epi-Gene-Geno
24,2170,Gene-Epi-Gene-Geno
25,2171,Gene-Epi-Gene-Geno
26,2172,Gene-Epi-Gene-Geno
27,2173,Gene-Epi-Gene-Geno
28,2174,Gene-Epi-Gene-Geno
29,2175,Gene-Epi-Gene-Geno
30,2176,Gene-Epi-Gene-Geno
31,2177,Gene-Epi-Gene-Geno
32,2178,Gene-Epi-Gene-Geno
33,2179,Gene-Epi-Gene-Geno
34,2180,Gene-Epi-Gene-Geno
35,2181,Gene-Epi-Gene-Geno
36,2182,Gene-Epi-Gene-Geno
37,2183,Gene-Epi-Gene-Geno
38,2184,Gene-Epi-Gene-Geno
39,2185,Gene-Epi-Gene-Geno
40,2186,Gene-Epi-Gene-Geno
41,2187,Gene-Epi-Gene-Geno
42,2188,Gene-Epi-Gene-Geno
43,2189,Gene-Epi-Gene-Geno
44,2190,Gene-Epi-Gene-Geno
45,2191,Gene-Epi-Gene-Geno
46,2192,Gene-Epi-Gene-Geno
47,2193,Gene-Epi-Gene-Geno
48,2194,Gene-Epi-Gene-Geno
49,2195,Gene-Epi-Gene-Geno
50,2196,Gene-Epi-Gene-Geno
51,2197,Gene-Epi-Gene-Geno
52,2198,Gene-Epi-Gene-Geno
53,2199,Gene-Epi-Gene-Geno
54,2200,Gene-Epi-Gene-Geno
55,2201,Gene-Epi-Gene-Geno
56,2202,Gene-Epi-Gene-Geno
57,2203,Gene-Epi-Gene-Geno
58,2204,Gene-Epi-Gene-Geno
59,2205,Gene-Epi-Gene-Geno
60,2206,Gene-Epi-Gene-Geno
61,2207,Gene-Epi-Gene-Geno
62,2208,Gene-Epi-Gene-Geno
63,2209,Gene-Epi-Gene-Geno
64,2210,Gene-Epi-Gene-Geno
65,2211,Gene-Epi-Gene-Geno
66,2212,Gene-Epi-Gene-Geno
67,2213,Gene-Epi-Gene-Geno
68,2214,Gene-Epi-Gene-Geno
69,2215,Gene-Epi-Gene-Geno
70,2216,Gene-Epi-Gene-Geno
71,2217,Gene-Epi-Gene-Geno
72,2218,Gene-Epi-Gene-Geno
73,2219,Gene-Epi-Gene-Geno
74,2220,Gene-Epi-Gene-Geno
75,2221,Gene-Epi-Gene-Geno
76,2222,Gene-Epi-Gene-Geno
77,2223,Gene-Epi-Gene-Geno
78,2224,Gene-Epi-Gene-Geno
79,2225,Gene-Epi-Gene-Geno
80,2226,Gene-Epi-Gene-Geno
81,2227,Gene-Epi-Gene-Geno
82,2228,Gene-Epi-Gene-Geno
83,2229,Gene-Epi-Gene-Geno
84,2230,Gene-Epi-Gene-Geno
85,2231,Gene-Epi-Gene-Geno
86,2232,Gene-Epi-Gene-Geno
87,2233,Gene-Epi-Gene-Geno
88,2234,Gene-Epi-Gene-Geno
89,2235,Gene-Epi-Gene-Geno
90,2236,Gene-Epi-Gene-Geno
91,2237,Gene-Epi-Gene-Geno
92,2238,Gene-Epi-Gene-Geno
93,2239,Gene-Epi-Gene-Geno
94,2240,Gene-Epi-Gene-Geno
95,2241,Gene-Epi-Gene-Geno
96,2242,Gene-Epi-Gene-Geno
97,2243,Gene-Epi-Gene-Geno
98,2244,Gene-Epi-Gene-Geno
99,2245,Gene-Epi-Gene-Geno
100,2246,Gene-Epi-Gene-Geno
101,2247,Gene-Epi-Gene-Geno
102,2248,Gene-Epi-Gene-Geno
103,2249,Gene-Epi-Gene-Geno
104,2250,Gene-Epi-Gene-Geno
105,2251,Gene-Epi-Gene-Geno
106,2252,Gene-Epi-Gene-Geno
107,2253,Gene-Epi-Gene-Geno
108,2254,Gene-Epi-Gene-Geno
109,2255,Gene-Epi-Gene-Geno
110,2256,Gene-Epi-Gene-Geno
111,2257,Gene-Epi-Gene-Geno
112,2258,Gene-Epi-Gene-Geno
113,2259,Gene-Epi-Gene-Geno
114,2260,Gene-Epi-Gene-Geno
115,2261,Gene-Epi-Gene-Geno
116,2262,Gene-Epi-Gene-Geno
117,2263,Gene-Epi-Gene-Geno
118,2264,Gene-Epi-Gene-Geno
119,2265,Gene-Epi-Gene-Geno
120,2266,Gene-Epi-Gene-Geno
121,2267,Gene-Epi-Gene-Geno
122,2268,Gene-Epi-Gene-Geno
123,2269,Gene-Epi-Gene-Geno
124,2270,Gene-Epi-Gene-Geno
125,2271,Gene-Epi-Gene-Geno
126,2272,Gene-Epi-Gene-Geno
127,2273,Gene-Epi-Gene-Geno
128,2274,Gene-Epi-Gene-Geno
129,2275,Gene-Epi-Gene-Geno
130,2276,Gene-Epi-Gene-Geno
131,2277,Gene-Epi-Gene-Geno
132,2278,Gene-Epi-Gene-Geno
133,2279,Gene-Epi-Gene-Geno
134,2280,Gene-Epi-Gene-Geno
135,2281,Gene-Epi-Gene-Geno
136,2282,Gene-Epi-Gene-Geno
137,2283,Gene-Epi-Gene-Geno
138,2284,Gene-Epi-Gene-Geno
139,2285,Gene-Epi-Gene-Geno
140,2286,Gene-Epi-Gene-Geno
141,2287,Gene-Epi-Gene-Geno
142,2288,Gene-Epi-Gene-Geno
143,2289,Gene-Epi-Gene-Geno
144,2290,Gene-Epi-Gene-Geno
145,2291,Gene-Epi-Gene-Geno
146,2292,Gene-Epi-Gene-Geno
147,2293,Gene-Epi-Gene-Geno
148,2294,Gene-Epi-Gene-Geno
149,2295,Gene-Epi-Gene-Geno
150,2296,Gene-Epi-Gene-Geno
151,2297,Gene-Epi-Gene-Geno
152,2298,Gene-Epi-Gene-Geno
153,2299,Gene-Epi-Gene-Geno
154,2300,Gene-Epi-Gene-Geno
155,2301,Gene-Epi-Gene-Geno
156,2302,Gene-Epi-Gene-Geno
