From,To,Attention,EdgeType
0,2146,0.21565135436895164,Gene-Epi-Gene-Geno
1,2147,0.24865518628273997,Gene-Epi-Gene-Geno
2,2148,0.22131510701590873,Gene-Epi-Gene-Geno
3,2149,0.5608112860000001,Gene-Epi-Gene-Geno
4,2150,0.24016672200132,Gene-Epi-Gene-Geno
5,2151,0.567100666,Gene-Epi-Gene-Geno
6,2152,0.22566630854030248,Gene-Epi-Gene-Geno
7,2153,0.236458057022957,Gene-Epi-Gene-Geno
8,2154,0.2468588663052,Gene-Epi-Gene-Geno
9,2155,0.293101953108,Gene-Epi-Gene-Geno
10,2156,0.202076795845118,Gene-Epi-Gene-Geno
11,2157,0.560637848,Gene-Epi-Gene-Geno
12,2158,0.21541708210002417,Gene-Epi-Gene-Geno
13,2159,0.21887788746015674,Gene-Epi-Gene-Geno
14,2160,0.24971367724043603,Gene-Epi-Gene-Geno
15,2161,0.300727425708,Gene-Epi-Gene-Geno
16,2162,0.21715766640000078,Gene-Epi-Gene-Geno
17,2163,0.30320686331999996,Gene-Epi-Gene-Geno
18,2164,0.2,Gene-Epi-Gene-Geno
19,2165,0.20000115476500002,Gene-Epi-Gene-Geno
20,2166,0.36175914340000004,Gene-Epi-Gene-Geno
21,2167,0.21806427151000007,Gene-Epi-Gene-Geno
22,2168,0.636246564,Gene-Epi-Gene-Geno
23,2169,0.31426392508,Gene-Epi-Gene-Geno
24,2170,0.46317285799999997,Gene-Epi-Gene-Geno
25,2171,0.32294818652,Gene-Epi-Gene-Geno
26,2172,0.21523739389,Gene-Epi-Gene-Geno
27,2173,0.49704087399999997,Gene-Epi-Gene-Geno
28,2174,0.20792517484922,Gene-Epi-Gene-Geno
29,2175,0.19958838404314,Gene-Epi-Gene-Geno
30,2176,0.32522176500000005,Gene-Epi-Gene-Geno
31,2177,0.1980959472022127,Gene-Epi-Gene-Geno
32,2178,0.21941958024187622,Gene-Epi-Gene-Geno
33,2179,0.619953298,Gene-Epi-Gene-Geno
34,2180,0.311898586,Gene-Epi-Gene-Geno
35,2181,0.2413569537136,Gene-Epi-Gene-Geno
36,2182,0.505395256,Gene-Epi-Gene-Geno
37,2183,0.21458276089,Gene-Epi-Gene-Geno
38,2184,0.21710052416275,Gene-Epi-Gene-Geno
39,2185,0.627298974,Gene-Epi-Gene-Geno
40,2186,0.20280147137599996,Gene-Epi-Gene-Geno
41,2187,0.224815421568986,Gene-Epi-Gene-Geno
42,2188,0.22334074037501356,Gene-Epi-Gene-Geno
43,2189,0.20841800462602622,Gene-Epi-Gene-Geno
44,2190,0.23797598593810002,Gene-Epi-Gene-Geno
45,2191,0.623697372,Gene-Epi-Gene-Geno
46,2192,0.41339065599999997,Gene-Epi-Gene-Geno
47,2193,0.3623738468,Gene-Epi-Gene-Geno
48,2194,0.546315164,Gene-Epi-Gene-Geno
49,2195,0.5287600539999999,Gene-Epi-Gene-Geno
50,2196,0.63875785,Gene-Epi-Gene-Geno
51,2197,0.3144045823,Gene-Epi-Gene-Geno
52,2198,0.242798499940172,Gene-Epi-Gene-Geno
53,2199,0.3540659694,Gene-Epi-Gene-Geno
54,2200,0.538156768,Gene-Epi-Gene-Geno
55,2201,0.2281080543078262,Gene-Epi-Gene-Geno
56,2202,0.578984516,Gene-Epi-Gene-Geno
57,2203,0.21968287056603647,Gene-Epi-Gene-Geno
58,2204,0.20963466267197228,Gene-Epi-Gene-Geno
59,2205,0.529760516,Gene-Epi-Gene-Geno
60,2206,0.20457014000033938,Gene-Epi-Gene-Geno
61,2207,0.653055806,Gene-Epi-Gene-Geno
62,2208,0.24239274143439998,Gene-Epi-Gene-Geno
63,2209,0.55629045,Gene-Epi-Gene-Geno
64,2210,0.63258095,Gene-Epi-Gene-Geno
65,2211,0.21773717086284,Gene-Epi-Gene-Geno
66,2212,0.226101593773902,Gene-Epi-Gene-Geno
67,2213,0.20599505125851506,Gene-Epi-Gene-Geno
68,2214,0.20038944298168762,Gene-Epi-Gene-Geno
69,2215,0.2,Gene-Epi-Gene-Geno
70,2216,0.581123092,Gene-Epi-Gene-Geno
71,2217,0.20000000000919904,Gene-Epi-Gene-Geno
72,2218,0.2735344619088,Gene-Epi-Gene-Geno
73,2219,0.60474339,Gene-Epi-Gene-Geno
74,2220,0.23997699345126478,Gene-Epi-Gene-Geno
