From,To,Attention,EdgeType
0,2146,0.10003642421729271,Gene-Epi-Gene-Geno
1,2147,0.26136232932,Gene-Epi-Gene-Geno
2,2148,0.03594998793023822,Gene-Epi-Gene-Geno
3,2149,0.57281856,Gene-Epi-Gene-Geno
4,2150,0.08878482400076142,Gene-Epi-Gene-Geno
5,2151,0.499200528,Gene-Epi-Gene-Geno
6,2152,0.09918329946003748,Gene-Epi-Gene-Geno
7,2153,0.12293538303130683,Gene-Epi-Gene-Geno
8,2154,0.26690186008000005,Gene-Epi-Gene-Geno
9,2155,0.1649925269179,Gene-Epi-Gene-Geno
10,2156,0.03159564200171254,Gene-Epi-Gene-Geno
11,2157,0.574853514,Gene-Epi-Gene-Geno
12,2158,0.16325329355871002,Gene-Epi-Gene-Geno
13,2159,0.11662483242895597,Gene-Epi-Gene-Geno
14,2160,0.23651885775,Gene-Epi-Gene-Geno
15,2161,0.432433242,Gene-Epi-Gene-Geno
16,2162,0.070209353072,Gene-Epi-Gene-Geno
17,2163,0.259571824962,Gene-Epi-Gene-Geno
18,2164,6.519038e-16,Gene-Epi-Gene-Geno
19,2165,2.5446542e-06,Gene-Epi-Gene-Geno
20,2166,0.40691484859999993,Gene-Epi-Gene-Geno
21,2167,0.1622538390828828,Gene-Epi-Gene-Geno
22,2168,0.6613734499999999,Gene-Epi-Gene-Geno
23,2169,0.3436455044,Gene-Epi-Gene-Geno
24,2170,0.463794724,Gene-Epi-Gene-Geno
25,2171,0.37026285268,Gene-Epi-Gene-Geno
26,2172,0.174999169289249,Gene-Epi-Gene-Geno
27,2173,0.60361732,Gene-Epi-Gene-Geno
28,2174,0.051559561586580004,Gene-Epi-Gene-Geno
29,2175,0.06353309644000163,Gene-Epi-Gene-Geno
30,2176,0.155756518598134,Gene-Epi-Gene-Geno
31,2177,0.22853644606639997,Gene-Epi-Gene-Geno
32,2178,0.1726776960706252,Gene-Epi-Gene-Geno
33,2179,0.64080675,Gene-Epi-Gene-Geno
34,2180,0.24644135076,Gene-Epi-Gene-Geno
35,2181,0.3477224954,Gene-Epi-Gene-Geno
36,2182,0.635093276,Gene-Epi-Gene-Geno
37,2183,0.04483146929386,Gene-Epi-Gene-Geno
38,2184,0.026191337971680006,Gene-Epi-Gene-Geno
39,2185,0.6344803499999999,Gene-Epi-Gene-Geno
40,2186,0.07096419815200147,Gene-Epi-Gene-Geno
41,2187,0.0712452702169,Gene-Epi-Gene-Geno
42,2188,0.06510166461910001,Gene-Epi-Gene-Geno
43,2189,0.37762536329999996,Gene-Epi-Gene-Geno
44,2190,0.15324677514874402,Gene-Epi-Gene-Geno
45,2191,0.642900712,Gene-Epi-Gene-Geno
46,2192,0.37779004499999996,Gene-Epi-Gene-Geno
47,2193,0.568167584,Gene-Epi-Gene-Geno
48,2194,0.665048226,Gene-Epi-Gene-Geno
49,2195,0.636637228,Gene-Epi-Gene-Geno
50,2196,0.6613797339999999,Gene-Epi-Gene-Geno
51,2197,0.458073164,Gene-Epi-Gene-Geno
52,2198,0.21558889164839998,Gene-Epi-Gene-Geno
53,2199,0.37442863,Gene-Epi-Gene-Geno
54,2200,0.56682348,Gene-Epi-Gene-Geno
55,2201,0.05031072588859279,Gene-Epi-Gene-Geno
56,2202,0.612065094,Gene-Epi-Gene-Geno
57,2203,0.03598843481062504,Gene-Epi-Gene-Geno
58,2204,0.317434703964,Gene-Epi-Gene-Geno
59,2205,0.581868796,Gene-Epi-Gene-Geno
60,2206,0.0015287227005316324,Gene-Epi-Gene-Geno
61,2207,0.6625163439999999,Gene-Epi-Gene-Geno
62,2208,0.255828392501,Gene-Epi-Gene-Geno
63,2209,0.61491209,Gene-Epi-Gene-Geno
64,2210,0.6751234500000001,Gene-Epi-Gene-Geno
65,2211,0.04187756934947799,Gene-Epi-Gene-Geno
66,2212,0.07258366437548,Gene-Epi-Gene-Geno
67,2213,0.034924094373894,Gene-Epi-Gene-Geno
68,2214,0.2024194036116,Gene-Epi-Gene-Geno
69,2215,5.1478692e-10,Gene-Epi-Gene-Geno
70,2216,0.597089848,Gene-Epi-Gene-Geno
71,2217,2.9804676e-13,Gene-Epi-Gene-Geno
72,2218,0.47594443200000003,Gene-Epi-Gene-Geno
73,2219,0.63682437,Gene-Epi-Gene-Geno
74,2220,0.09841451822000323,Gene-Epi-Gene-Geno
75,2221,0.041721605770336075,Gene-Epi-Gene-Geno
76,2222,0.634947968,Gene-Epi-Gene-Geno
77,2223,0.658227582,Gene-Epi-Gene-Geno
78,2224,0.630144706,Gene-Epi-Gene-Geno
79,2225,0.0701520687324,Gene-Epi-Gene-Geno
80,2226,0.588764442,Gene-Epi-Gene-Geno
81,2227,0.350325985,Gene-Epi-Gene-Geno
82,2228,0.543351228,Gene-Epi-Gene-Geno
83,2229,0.12389839689344011,Gene-Epi-Gene-Geno
84,2230,0.044763525397927884,Gene-Epi-Gene-Geno
85,2231,0.056082516766133995,Gene-Epi-Gene-Geno
86,2232,0.33296263686,Gene-Epi-Gene-Geno
87,2233,0.10659032630806428,Gene-Epi-Gene-Geno
88,2234,0.13399294529330602,Gene-Epi-Gene-Geno
89,2235,0.5136123020000001,Gene-Epi-Gene-Geno
90,2236,0.626703826,Gene-Epi-Gene-Geno
91,2237,0.61772553,Gene-Epi-Gene-Geno
92,2238,0.6075336840000001,Gene-Epi-Gene-Geno
93,2239,0.47315781799999995,Gene-Epi-Gene-Geno
94,2240,0.12472110209017699,Gene-Epi-Gene-Geno
95,2241,0.288924608686,Gene-Epi-Gene-Geno
96,2242,0.593319184,Gene-Epi-Gene-Geno
97,2243,0.004809151938277742,Gene-Epi-Gene-Geno
98,2244,0.153805006910527,Gene-Epi-Gene-Geno
99,2245,0.010529703353306167,Gene-Epi-Gene-Geno
100,2246,0.18561185075582,Gene-Epi-Gene-Geno
101,2247,0.0185115615778994,Gene-Epi-Gene-Geno
102,2248,0.07484217213000063,Gene-Epi-Gene-Geno
103,2249,0.1947972913564,Gene-Epi-Gene-Geno
104,2250,0.06101607212,Gene-Epi-Gene-Geno
105,2251,0.06909627810384,Gene-Epi-Gene-Geno
106,2252,0.039755247961018,Gene-Epi-Gene-Geno
107,2253,0.27405686052120004,Gene-Epi-Gene-Geno
108,2254,0.030161914177515865,Gene-Epi-Gene-Geno
109,2255,0.03140790722791848,Gene-Epi-Gene-Geno
110,2256,0.13896908384908344,Gene-Epi-Gene-Geno
111,2257,0.224328609778,Gene-Epi-Gene-Geno
112,2258,0.43544171800000003,Gene-Epi-Gene-Geno
113,2259,0.33319463494,Gene-Epi-Gene-Geno
114,2260,0.03467351278486891,Gene-Epi-Gene-Geno
115,2261,8.6764506e-06,Gene-Epi-Gene-Geno
116,2262,0.012509270325671503,Gene-Epi-Gene-Geno
117,2263,0.602572146,Gene-Epi-Gene-Geno
118,2264,0.008501038559439202,Gene-Epi-Gene-Geno
119,2265,8.470950000000001e-05,Gene-Epi-Gene-Geno
120,2266,0.031181775744008405,Gene-Epi-Gene-Geno
121,2267,0.507390048,Gene-Epi-Gene-Geno
122,2268,0.6175232239999999,Gene-Epi-Gene-Geno
123,2269,0.052048643841326,Gene-Epi-Gene-Geno
124,2270,0.6342077899999999,Gene-Epi-Gene-Geno
125,2271,0.0408633750127186,Gene-Epi-Gene-Geno
126,2272,0.09707702700060203,Gene-Epi-Gene-Geno
127,2273,0.24179957894999998,Gene-Epi-Gene-Geno
128,2274,0.08775331234200343,Gene-Epi-Gene-Geno
129,2275,0.12312149150894525,Gene-Epi-Gene-Geno
130,2276,0.590001654,Gene-Epi-Gene-Geno
131,2277,0.041544898340711955,Gene-Epi-Gene-Geno
132,2278,0.13078794544210337,Gene-Epi-Gene-Geno
133,2279,0.48645236599999997,Gene-Epi-Gene-Geno
134,2280,0.05492873367179244,Gene-Epi-Gene-Geno
135,2281,0.016654269354541198,Gene-Epi-Gene-Geno
136,2282,0.32071999068,Gene-Epi-Gene-Geno
137,2283,0.002052753205164193,Gene-Epi-Gene-Geno
138,2284,0.052615063959743594,Gene-Epi-Gene-Geno
139,2285,0.021430944706186,Gene-Epi-Gene-Geno
140,2286,0.605103258,Gene-Epi-Gene-Geno
141,2287,0.027634642371243072,Gene-Epi-Gene-Geno
142,2288,0.18375538759814,Gene-Epi-Gene-Geno
143,2289,0.30155175506,Gene-Epi-Gene-Geno
144,2290,0.31581976860000005,Gene-Epi-Gene-Geno
145,2291,0.623236382,Gene-Epi-Gene-Geno
146,2292,0.58082519,Gene-Epi-Gene-Geno
147,2293,0.56170577,Gene-Epi-Gene-Geno
148,2294,0.48145375799999995,Gene-Epi-Gene-Geno
149,2295,0.268160050329,Gene-Epi-Gene-Geno
150,2296,0.2127481670134,Gene-Epi-Gene-Geno
151,2297,0.15756003960394,Gene-Epi-Gene-Geno
152,2298,0.011733615082538559,Gene-Epi-Gene-Geno
153,2299,0.2144837926072,Gene-Epi-Gene-Geno
154,2300,0.37040218964,Gene-Epi-Gene-Geno
155,2301,0.09901392060003346,Gene-Epi-Gene-Geno
156,2302,0.27577253425599996,Gene-Epi-Gene-Geno
157,2303,0.062675054992,Gene-Epi-Gene-Geno
158,2304,0.3771920612,Gene-Epi-Gene-Geno
159,2305,0.28036819812,Gene-Epi-Gene-Geno
160,2306,0.62017148,Gene-Epi-Gene-Geno
161,2307,0.053478979261909795,Gene-Epi-Gene-Geno
162,2308,0.507586116,Gene-Epi-Gene-Geno
163,2309,0.3662019046,Gene-Epi-Gene-Geno
164,2310,0.06578678588424,Gene-Epi-Gene-Geno
165,2311,0.6425488500000001,Gene-Epi-Gene-Geno
166,2312,0.531677234,Gene-Epi-Gene-Geno
167,2313,0.5241574059999999,Gene-Epi-Gene-Geno
